date,time,booking_status,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,booking_value,ride_distance,driver_ratings,customer_rating,payment_method,price_per_km,day,month,period,hour,iscompleted
2024-06-20,1900-01-01 11:49:22,Completed,Go Mini,Anand Vihar ISBT,Shivaji Park,5.8,20.7,64.0,18.67,4.9,4.2,UPI,3.4279592929833953,Thursday,6,Morning,11,1
2024-04-30,1900-01-01 17:42:14,Completed,Bike,Raj Nagar Extension,Dwarka Sector 21,13.8,37.6,617.0,35.04,4.3,4.2,UPI,17.608447488584474,Tuesday,4,Evening,17,1
2024-08-24,1900-01-01 21:18:27,Completed,Go Sedan,Narsinghpur,Rohini,8.4,36.3,530.0,31.25,4.6,3.3,UPI,16.96,Saturday,8,Night,21,1
2024-04-20,1900-01-01 11:45:59,Completed,eBike,Hero Honda Chowk,Central Secretariat,13.6,43.5,317.0,10.23,4.8,4.3,Credit Card,30.987292277614856,Saturday,4,Morning,11,1
2024-08-21,1900-01-01 08:36:10,Completed,Bike,Keshav Puram,Kashmere Gate,7.2,20.2,140.0,5.4,3.9,4.5,Credit Card,25.925925925925924,Wednesday,8,Morning,8,1
2024-10-18,1900-01-01 22:33:22,Completed,Auto,Yamuna Bank,Rajiv Chowk,9.1,31.8,323.0,21.43,4.3,4.3,Debit Card,15.072328511432572,Friday,10,Night,22,1
2024-06-06,1900-01-01 21:16:46,Completed,Auto,Dwarka Sector 21,Laxmi Nagar,5.8,34.2,600.0,39.3,3.4,4.1,Cash,15.267175572519085,Thursday,6,Night,21,1
2024-03-18,1900-01-01 10:45:18,Completed,Premier Sedan,Vasant Kunj,Rohini East,3.9,36.8,141.0,37.65,4.1,4.1,Uber Wallet,3.7450199203187253,Monday,3,Morning,10,1
2024-04-08,1900-01-01 08:32:11,Completed,Go Mini,Huda City Centre,DLF City Court,10.6,32.9,253.0,47.64,4.3,4.3,Cash,5.310663308144417,Monday,4,Morning,8,1
2024-08-22,1900-01-01 15:12:33,Completed,Bike,Satguru Ram Singh Marg,Connaught Place,10.0,20.7,286.0,25.32,4.5,4.8,UPI,11.295418641390205,Thursday,8,Afternoon,15,1
2024-11-21,1900-01-01 02:26:08,Completed,Go Mini,Keshav Puram,Pulbangash,3.5,18.1,438.0,4.18,4.3,4.3,Cash,104.78468899521532,Thursday,11,Night,2,1
2024-11-16,1900-01-01 15:22:44,Completed,Go Mini,Udyog Vihar,Subhash Chowk,10.7,38.7,776.0,38.27,4.4,4.3,Cash,20.276979357198847,Saturday,11,Afternoon,15,1
2024-10-30,1900-01-01 01:56:44,Completed,Go Sedan,Karol Bagh,Hero Honda Chowk,5.7,23.0,321.0,30.24,4.7,4.4,Uber Wallet,10.615079365079366,Wednesday,10,Night,1,1
2024-12-05,1900-01-01 11:32:06,Completed,Bike,Paschim Vihar,Rohini,6.0,22.4,68.0,35.38,4.9,4.3,UPI,1.921989824759751,Thursday,12,Morning,11,1
2024-09-25,1900-01-01 10:57:32,Completed,Bike,Sikanderpur,Patel Chowk,2.7,31.2,727.0,10.64,4.7,4.6,UPI,68.32706766917293,Wednesday,9,Morning,10,1
2024-06-25,1900-01-01 08:28:37,Completed,Go Sedan,Udyog Bhawan,Pragati Maidan,7.4,24.9,910.0,37.45,4.7,4.9,Cash,24.299065420560744,Tuesday,6,Morning,8,1
2024-05-12,1900-01-01 09:10:53,Completed,Auto,Jama Masjid,ITO,14.2,33.7,565.0,41.94,4.2,4.3,Debit Card,13.47162613257034,Sunday,5,Morning,9,1
2024-09-08,1900-01-01 11:38:34,Completed,eBike,Sikanderpur,Chandni Chowk,13.2,42.8,394.0,15.49,3.9,4.8,Debit Card,25.435765009683667,Sunday,9,Morning,11,1
2024-01-27,1900-01-01 12:37:48,Completed,Go Mini,Malviya Nagar,Gurgaon Sector 56,12.4,40.6,633.0,39.52,4.5,4.6,UPI,16.017206477732792,Saturday,1,Afternoon,12,1
2024-07-15,1900-01-01 18:33:42,Completed,Auto,Nawada,Basai Dhankot,2.5,22.9,384.0,4.46,4.2,4.2,UPI,86.09865470852019,Monday,7,Evening,18,1
2024-08-11,1900-01-01 10:47:34,Completed,Auto,Anand Vihar ISBT,Nawada,6.6,27.3,198.0,11.51,4.1,4.1,UPI,17.202432667245873,Sunday,8,Morning,10,1
2024-12-14,1900-01-01 06:24:05,Completed,Go Mini,Nehru Place,Barakhamba Road,8.1,17.5,86.0,20.56,4.9,4.6,Cash,4.182879377431907,Saturday,12,Morning,6,1
2024-03-04,1900-01-01 13:48:18,Completed,Bike,Moti Nagar,Udyog Vihar Phase 4,12.6,28.0,425.0,33.07,4.1,3.9,UPI,12.851527063804053,Monday,3,Afternoon,13,1
2024-10-22,1900-01-01 07:57:19,Completed,eBike,Hauz Khas,Kaushambi,8.0,33.9,777.0,28.83,3.6,4.6,UPI,26.951092611862645,Tuesday,10,Morning,7,1
2024-07-25,1900-01-01 13:57:03,Completed,Go Mini,Laxmi Nagar,Maidan Garhi,2.4,40.2,335.0,29.67,3.9,4.6,Cash,11.29086619480957,Thursday,7,Afternoon,13,1
2024-06-20,1900-01-01 19:30:30,Completed,Bike,Rajiv Nagar,Subhash Chowk,3.0,24.3,304.0,19.7,3.2,4.6,UPI,15.431472081218274,Thursday,6,Evening,19,1
2024-05-23,1900-01-01 08:31:30,Completed,Go Mini,Moti Nagar,Gurgaon Sector 29,14.2,15.5,478.0,3.6,4.3,4.2,Cash,132.77777777777777,Thursday,5,Morning,8,1
2024-12-19,1900-01-01 02:05:17,Completed,Auto,Barakhamba Road,Ashok Park Main,3.1,31.6,479.0,20.3,4.1,4.4,UPI,23.59605911330049,Thursday,12,Night,2,1
2024-11-06,1900-01-01 20:50:18,Completed,Go Mini,Vasant Kunj,Subhash Nagar,12.7,33.2,337.0,20.65,4.1,4.3,UPI,16.319612590799032,Wednesday,11,Evening,20,1
2024-10-23,1900-01-01 08:38:29,Completed,Auto,Hauz Khas,Chhatarpur,4.7,38.0,285.0,12.67,3.7,4.1,Debit Card,22.494080505130228,Wednesday,10,Morning,8,1
2024-07-02,1900-01-01 11:49:44,Completed,Go Mini,Barakhamba Road,Rithala,9.1,36.3,727.0,22.47,4.1,4.4,UPI,32.35425011125946,Tuesday,7,Morning,11,1
2024-12-13,1900-01-01 19:46:06,Completed,Bike,Dilshad Garden,Golf Course Road,10.6,37.1,445.0,44.08,4.6,3.2,UPI,10.095281306715064,Friday,12,Evening,19,1
2024-07-14,1900-01-01 21:57:40,Completed,Premier Sedan,Welcome,Shastri Park,15.0,34.1,209.0,20.47,4.5,4.7,Uber Wallet,10.210063507572057,Sunday,7,Night,21,1
2024-08-19,1900-01-01 06:52:43,Completed,Go Sedan,Rohini,Saket,10.7,25.1,55.0,16.14,4.6,4.9,Uber Wallet,3.4076827757125154,Monday,8,Morning,6,1
2024-03-09,1900-01-01 14:44:08,Completed,Go Sedan,Malviya Nagar,Welcome,12.0,43.1,440.0,49.22,4.3,4.1,UPI,8.939455505891914,Saturday,3,Afternoon,14,1
2024-10-28,1900-01-01 19:28:52,Completed,Go Sedan,Khandsa,Panipat,12.2,22.3,329.0,30.72,3.5,4.3,Debit Card,10.709635416666668,Monday,10,Evening,19,1
2024-01-19,1900-01-01 17:31:41,Completed,Go Mini,AIIMS,Subhash Nagar,3.4,29.2,108.0,2.13,4.3,4.0,Uber Wallet,50.70422535211268,Friday,1,Evening,17,1
2024-12-13,1900-01-01 21:36:47,Completed,Auto,Meerut,Ashram,14.4,15.3,278.0,6.51,3.1,4.6,UPI,42.703533026113675,Friday,12,Night,21,1
2024-05-15,1900-01-01 18:17:47,Completed,Go Mini,Vidhan Sabha,Rajiv Chowk,10.0,32.0,244.0,35.48,4.1,4.2,Debit Card,6.877113866967306,Wednesday,5,Evening,18,1
2024-01-17,1900-01-01 10:23:22,Completed,Bike,Keshav Puram,Mundka,6.0,15.5,862.0,2.57,4.6,4.1,Cash,335.4085603112841,Wednesday,1,Morning,10,1
2024-05-10,1900-01-01 11:06:53,Completed,Go Sedan,Ardee City,Dwarka Mor,6.3,39.4,144.0,21.1,4.2,4.5,UPI,6.824644549763033,Friday,5,Morning,11,1
2024-02-09,1900-01-01 13:48:52,Completed,Premier Sedan,Jama Masjid,Keshav Puram,3.2,21.8,224.0,36.25,4.4,4.6,Debit Card,6.179310344827586,Friday,2,Afternoon,13,1
2024-01-14,1900-01-01 11:04:14,Completed,Go Mini,Vishwavidyalaya,Ghitorni,8.5,29.7,550.0,33.3,4.2,4.1,UPI,16.516516516516518,Sunday,1,Morning,11,1
2024-08-29,1900-01-01 12:02:07,Completed,Go Mini,Lajpat Nagar,Kanhaiya Nagar,9.4,18.9,183.0,35.09,4.3,3.2,Cash,5.215161014534055,Thursday,8,Afternoon,12,1
2024-08-27,1900-01-01 13:52:15,Completed,Auto,Okhla,Vinobapuri,13.7,16.0,218.0,35.54,4.6,3.5,Credit Card,6.1339335959482275,Tuesday,8,Afternoon,13,1
2024-05-22,1900-01-01 20:52:29,Completed,Uber XL,Shastri Park,Dwarka Mor,9.1,21.3,875.0,4.62,3.1,3.7,Cash,189.39393939393938,Wednesday,5,Evening,20,1
2024-01-21,1900-01-01 11:05:15,Completed,eBike,Nawada,IGI Airport,7.5,25.2,441.0,43.29,4.6,4.6,Debit Card,10.187110187110187,Sunday,1,Morning,11,1
2024-11-30,1900-01-01 11:52:54,Completed,Go Mini,Moti Nagar,Noida Sector 18,9.4,28.4,953.0,20.04,4.2,4.5,Debit Card,47.55489021956088,Saturday,11,Morning,11,1
2024-06-02,1900-01-01 23:34:33,Completed,eBike,Ambience Mall,Cyber Hub,14.1,15.8,1170.0,31.79,4.1,4.5,UPI,36.804026423403585,Sunday,6,Night,23,1
2024-09-16,1900-01-01 18:32:40,Completed,Go Sedan,Moolchand,New Delhi Railway Station,12.0,38.0,718.0,8.19,4.2,4.8,UPI,87.66788766788767,Monday,9,Evening,18,1
2024-02-22,1900-01-01 22:04:32,Completed,Premier Sedan,Green Park,Samaypur Badli,13.9,29.5,510.0,41.11,4.8,4.6,Cash,12.405740695694478,Thursday,2,Night,22,1
2024-02-14,1900-01-01 09:57:21,Completed,eBike,IGNOU Road,Lok Kalyan Marg,6.0,42.5,556.0,11.41,3.5,4.2,UPI,48.729184925503944,Wednesday,2,Morning,9,1
2024-07-07,1900-01-01 20:50:37,Completed,Go Mini,Ardee City,Raj Nagar Extension,2.7,29.7,928.0,46.44,4.7,4.5,Credit Card,19.982773471145567,Sunday,7,Evening,20,1
2024-10-31,1900-01-01 03:48:13,Completed,Go Mini,Dwarka Sector 21,Ardee City,2.5,26.6,194.0,2.68,4.3,4.9,Cash,72.38805970149254,Thursday,10,Night,3,1
2024-05-20,1900-01-01 19:58:43,Completed,Auto,Akshardham,Mundka,13.5,23.9,321.0,43.27,4.3,4.2,UPI,7.418534781603882,Monday,5,Evening,19,1
2024-01-09,1900-01-01 10:39:20,Completed,Auto,Adarsh Nagar,Nawada,3.0,21.5,822.0,39.14,4.3,4.9,Cash,21.001532958610117,Tuesday,1,Morning,10,1
2024-12-05,1900-01-01 08:49:18,Completed,Premier Sedan,Peeragarhi,Lajpat Nagar,4.4,34.0,155.0,12.22,4.6,4.6,UPI,12.684124386252044,Thursday,12,Morning,8,1
2024-01-20,1900-01-01 21:51:47,Completed,eBike,Pitampura,Ardee City,10.2,20.5,460.0,4.47,4.4,4.1,UPI,102.9082774049217,Saturday,1,Night,21,1
2024-11-28,1900-01-01 11:56:34,Completed,Go Sedan,Arjangarh,Ashram,13.3,36.8,354.0,16.56,4.2,4.3,Cash,21.3768115942029,Thursday,11,Morning,11,1
2024-11-09,1900-01-01 05:22:24,Completed,Go Sedan,Ashok Vihar,Chirag Delhi,5.1,39.2,563.0,26.96,3.9,4.4,Credit Card,20.882789317507417,Saturday,11,Morning,5,1
2024-05-06,1900-01-01 17:23:22,Completed,Go Sedan,Vidhan Sabha,Ardee City,12.8,28.7,385.0,34.63,4.2,4.9,Debit Card,11.117528154779093,Monday,5,Evening,17,1
2024-11-14,1900-01-01 15:06:39,Completed,Auto,GTB Nagar,Paharganj,5.4,31.7,337.0,44.28,3.8,5.0,UPI,7.6106594399277325,Thursday,11,Afternoon,15,1
2024-11-05,1900-01-01 21:44:05,Completed,eBike,Cyber Hub,Noida Film City,4.1,16.7,104.0,47.57,4.2,4.6,Debit Card,2.1862518393945765,Tuesday,11,Night,21,1
2024-04-09,1900-01-01 10:35:39,Completed,Go Sedan,Kalkaji,Rajiv Chowk,5.2,28.2,336.0,40.06,4.9,4.8,Cash,8.38741887169246,Tuesday,4,Morning,10,1
2024-11-11,1900-01-01 10:35:39,Completed,Go Mini,Bahadurgarh,Ardee City,12.5,44.3,820.0,38.82,4.7,3.1,Credit Card,21.1231324059763,Monday,11,Morning,10,1
2024-11-30,1900-01-01 06:15:22,Completed,Auto,IGNOU Road,Basai Dhankot,6.9,25.5,122.0,33.52,3.8,4.9,UPI,3.6396181384248205,Saturday,11,Morning,6,1
2024-10-07,1900-01-01 09:03:48,Completed,Premier Sedan,Sohna Road,Malviya Nagar,2.2,21.5,132.0,8.97,4.4,4.7,UPI,14.71571906354515,Monday,10,Morning,9,1
2024-04-07,1900-01-01 08:34:20,Completed,Go Mini,Lajpat Nagar,Khandsa,2.3,25.2,145.0,45.15,4.7,4.3,UPI,3.2115171650055374,Sunday,4,Morning,8,1
2024-12-02,1900-01-01 21:15:36,Completed,Premier Sedan,Narsinghpur,Jor Bagh,4.2,36.6,347.0,5.87,4.3,4.3,Cash,59.114139693356044,Monday,12,Night,21,1
2024-03-26,1900-01-01 06:25:36,Completed,Go Mini,Ambience Mall,Vishwavidyalaya,6.9,38.8,352.0,35.41,4.7,4.4,Credit Card,9.940694719005931,Tuesday,3,Morning,6,1
2024-02-23,1900-01-01 17:52:12,Completed,Premier Sedan,Saidulajab,Patel Chowk,4.6,24.9,150.0,19.12,3.9,4.4,UPI,7.845188284518828,Friday,2,Evening,17,1
2024-04-11,1900-01-01 18:01:40,Completed,Auto,Hauz Rani,Sohna Road,2.8,42.5,163.0,5.36,3.7,4.3,UPI,30.41044776119403,Thursday,4,Evening,18,1
2024-07-22,1900-01-01 19:26:52,Completed,Go Mini,Maidan Garhi,Sohna Road,10.4,37.9,1525.0,14.69,3.9,4.9,Cash,103.81211708645337,Monday,7,Evening,19,1
2024-10-26,1900-01-01 18:58:48,Completed,Go Sedan,Jama Masjid,Khan Market,8.7,20.3,1112.0,16.39,4.4,4.2,Uber Wallet,67.84624771201952,Saturday,10,Evening,18,1
2024-09-03,1900-01-01 21:09:47,Completed,Go Sedan,Sadar Bazar Gurgaon,Gurgaon Sector 56,7.6,25.3,317.0,29.32,4.3,4.6,Cash,10.811732605729878,Tuesday,9,Night,21,1
2024-01-21,1900-01-01 10:40:19,Completed,Go Mini,Cyber Hub,Rithala,6.2,43.8,589.0,34.12,4.3,4.5,Credit Card,17.262602579132476,Sunday,1,Morning,10,1
2024-12-05,1900-01-01 17:47:41,Completed,Auto,Adarsh Nagar,South Extension,13.5,29.4,482.0,9.97,4.5,4.2,Cash,48.345035105315944,Thursday,12,Evening,17,1
2024-01-21,1900-01-01 10:28:33,Completed,Premier Sedan,Rajiv Chowk,IGNOU Road,9.5,25.5,545.0,7.96,4.5,4.8,UPI,68.46733668341709,Sunday,1,Morning,10,1
2024-01-30,1900-01-01 15:48:24,Completed,Go Sedan,Ghaziabad,Vatika Chowk,5.9,41.4,545.0,28.24,4.0,4.3,Uber Wallet,19.298866855524082,Tuesday,1,Afternoon,15,1
2024-07-19,1900-01-01 07:27:37,Completed,Auto,Ghitorni,Sushant Lok,9.5,25.3,433.0,41.68,4.0,4.2,UPI,10.388675623800385,Friday,7,Morning,7,1
2024-03-12,1900-01-01 16:55:02,Completed,Auto,Ghitorni Village,Kalkaji,4.9,41.2,488.0,25.06,4.1,4.8,Cash,19.4732641660016,Tuesday,3,Afternoon,16,1
2024-08-13,1900-01-01 18:52:57,Completed,Bike,Pataudi Chowk,Adarsh Nagar,9.8,15.5,317.0,32.18,4.9,4.2,UPI,9.850839030453699,Tuesday,8,Evening,18,1
2024-08-22,1900-01-01 07:45:23,Completed,eBike,Nirman Vihar,Noida Sector 18,6.8,17.2,897.0,24.14,4.2,3.4,Uber Wallet,37.15824357912179,Thursday,8,Morning,7,1
2024-02-09,1900-01-01 11:58:48,Completed,Go Mini,Shivaji Park,Seelampur,12.8,22.7,380.0,28.44,3.8,4.2,Debit Card,13.361462728551336,Friday,2,Morning,11,1
2024-12-30,1900-01-01 08:37:15,Completed,eBike,Inderlok,Gurgaon Sector 56,7.0,31.3,284.0,23.56,4.3,4.5,UPI,12.054329371816639,Monday,12,Morning,8,1
2024-12-27,1900-01-01 17:21:47,Completed,Go Mini,Khandsa,Barakhamba Road,14.1,15.7,205.0,20.44,5.0,4.2,UPI,10.029354207436398,Friday,12,Evening,17,1
2024-10-11,1900-01-01 10:47:31,Completed,Go Mini,INA Market,Nawada,14.5,44.0,395.0,46.01,4.2,5.0,Debit Card,8.58509019778309,Friday,10,Morning,10,1
2024-10-13,1900-01-01 16:05:37,Completed,Go Sedan,Gwal Pahari,Vishwavidyalaya,9.6,21.0,718.0,25.8,4.7,4.7,Uber Wallet,27.829457364341085,Sunday,10,Afternoon,16,1
2024-10-13,1900-01-01 12:24:25,Completed,Auto,Chanakyapuri,Vasant Kunj,6.0,36.7,961.0,47.85,4.2,4.9,UPI,20.083594566353188,Sunday,10,Afternoon,12,1
2024-07-23,1900-01-01 11:35:20,Completed,Go Mini,Noida Film City,Chhatarpur,12.9,29.9,872.0,5.67,4.2,4.9,UPI,153.79188712522046,Tuesday,7,Morning,11,1
2024-09-27,1900-01-01 17:40:12,Completed,Auto,Greater Kailash,Udyog Bhawan,3.3,16.9,467.0,4.38,3.9,3.1,UPI,106.62100456621005,Friday,9,Evening,17,1
2024-08-11,1900-01-01 12:50:08,Completed,eBike,Madipur,Yamuna Bank,14.5,26.8,426.0,46.08,4.2,4.2,UPI,9.244791666666668,Sunday,8,Afternoon,12,1
2024-12-23,1900-01-01 05:49:39,Completed,Go Sedan,Badshahpur,Udyog Bhawan,10.0,40.1,664.0,2.61,3.0,5.0,Debit Card,254.40613026819923,Monday,12,Morning,5,1
2024-04-25,1900-01-01 22:33:21,Completed,Premier Sedan,Dwarka Mor,Akshardham,3.8,39.6,338.0,17.68,4.3,4.8,Cash,19.11764705882353,Thursday,4,Night,22,1
2024-07-13,1900-01-01 10:44:01,Completed,Auto,Madipur,Indirapuram,10.2,17.1,602.0,20.88,4.5,4.5,UPI,28.831417624521073,Saturday,7,Morning,10,1
2024-06-19,1900-01-01 18:15:10,Completed,Premier Sedan,Anand Vihar ISBT,Rohini West,6.0,15.8,80.0,16.03,4.2,4.8,UPI,4.990642545227698,Wednesday,6,Evening,18,1
2024-02-22,1900-01-01 15:33:25,Completed,Go Sedan,Faridabad Sector 15,Peeragarhi,14.4,42.7,82.0,42.5,4.2,3.9,UPI,1.9294117647058824,Thursday,2,Afternoon,15,1
2024-12-10,1900-01-01 21:24:53,Completed,Bike,Tughlakabad,Moolchand,11.8,24.2,81.0,43.8,4.6,4.9,UPI,1.8493150684931507,Tuesday,12,Night,21,1
2024-10-19,1900-01-01 19:43:36,Completed,Go Sedan,ITO,Badshahpur,7.8,18.2,395.0,26.26,4.9,4.2,Credit Card,15.04188880426504,Saturday,10,Evening,19,1
2024-08-12,1900-01-01 20:37:39,Completed,Auto,Rajouri Garden,Gurgaon Sector 29,7.7,27.6,342.0,37.11,4.5,4.9,Uber Wallet,9.21584478577203,Monday,8,Evening,20,1
2024-03-06,1900-01-01 08:09:40,Completed,Go Mini,Gurgaon Sector 29,Jama Masjid,4.5,33.5,64.0,19.0,4.3,4.1,Uber Wallet,3.3684210526315788,Wednesday,3,Morning,8,1
2024-06-20,1900-01-01 21:08:55,Completed,Go Mini,Cyber Hub,Punjabi Bagh,11.9,39.5,72.0,3.21,4.3,4.9,Cash,22.429906542056074,Thursday,6,Night,21,1
2024-08-28,1900-01-01 10:43:12,Completed,Auto,Mehrauli,Karol Bagh,4.5,33.2,54.0,23.4,3.8,5.0,UPI,2.307692307692308,Wednesday,8,Morning,10,1
2024-06-04,1900-01-01 06:50:52,Completed,Auto,Karol Bagh,Subhash Chowk,9.8,29.0,678.0,18.67,4.0,4.5,UPI,36.314943760042844,Tuesday,6,Morning,6,1
2024-11-28,1900-01-01 21:41:33,Completed,Go Sedan,Tagore Garden,Rajiv Nagar,6.7,34.1,101.0,34.8,4.6,4.7,Cash,2.902298850574713,Thursday,11,Night,21,1
2024-07-15,1900-01-01 12:47:03,Completed,Bike,Paharganj,Cyber Hub,8.4,19.3,628.0,28.75,4.5,4.3,UPI,21.843478260869563,Monday,7,Afternoon,12,1
2024-03-07,1900-01-01 09:45:20,Completed,eBike,Paharganj,RK Puram,7.0,27.1,471.0,33.55,4.4,4.8,UPI,14.038748137108794,Thursday,3,Morning,9,1
2024-10-21,1900-01-01 05:43:44,Completed,Go Mini,Rajiv Chowk,Mehrauli,6.0,25.6,171.0,32.92,4.6,4.2,UPI,5.194410692588092,Monday,10,Morning,5,1
2024-03-04,1900-01-01 11:10:10,Completed,Bike,Nehru Place,Rohini East,9.8,25.3,313.0,15.81,4.2,4.9,UPI,19.797596457938013,Monday,3,Morning,11,1
2024-09-21,1900-01-01 18:56:05,Completed,Auto,Sushant Lok,Sultanpur,12.4,37.8,458.0,8.47,4.3,5.0,UPI,54.073199527744976,Saturday,9,Evening,18,1
2024-12-16,1900-01-01 17:18:18,Completed,Go Sedan,Mansarovar Park,Pitampura,9.8,38.5,411.0,48.74,4.4,4.2,Cash,8.432498974148542,Monday,12,Evening,17,1
2024-06-21,1900-01-01 21:56:59,Completed,Premier Sedan,Shastri Nagar,ITO,9.2,26.4,344.0,26.15,5.0,4.4,Cash,13.154875717017209,Friday,6,Night,21,1
2024-09-20,1900-01-01 15:57:53,Completed,Go Sedan,IGI Airport,Okhla,6.2,43.3,317.0,16.64,4.1,4.4,Cash,19.05048076923077,Friday,9,Afternoon,15,1
2024-11-27,1900-01-01 06:18:55,Completed,Auto,AIIMS,Paschim Vihar,12.7,17.8,334.0,4.59,4.2,4.9,Debit Card,72.76688453159042,Wednesday,11,Morning,6,1
2024-03-05,1900-01-01 07:56:54,Completed,Premier Sedan,Saket A Block,Badshahpur,2.3,40.0,539.0,43.67,5.0,4.2,UPI,12.34256926952141,Tuesday,3,Morning,7,1
2024-06-13,1900-01-01 02:26:28,Completed,Premier Sedan,Huda City Centre,Palam Vihar,3.3,30.5,1663.0,12.27,4.0,4.2,Cash,135.53382233088834,Thursday,6,Night,2,1
2024-09-27,1900-01-01 10:19:00,Completed,Go Sedan,IIT Delhi,Jasola,11.6,22.8,342.0,3.68,4.2,4.9,Cash,92.93478260869564,Friday,9,Morning,10,1
2024-02-01,1900-01-01 18:09:52,Completed,Go Mini,Jama Masjid,Malviya Nagar,9.4,40.3,444.0,28.99,4.1,4.7,UPI,15.315626077957917,Thursday,2,Evening,18,1
2024-04-14,1900-01-01 06:47:03,Completed,Bike,India Gate,Pulbangash,11.2,35.9,350.0,27.0,4.3,4.0,UPI,12.962962962962964,Sunday,4,Morning,6,1
2024-06-29,1900-01-01 14:50:52,Completed,Go Sedan,Vinobapuri,Badshahpur,8.9,25.2,653.0,19.53,3.3,4.1,Credit Card,33.43573988735279,Saturday,6,Afternoon,14,1
2024-09-11,1900-01-01 06:53:18,Completed,Go Mini,Welcome,Jasola,11.0,31.7,394.0,47.1,3.2,4.2,UPI,8.365180467091294,Wednesday,9,Morning,6,1
2024-10-23,1900-01-01 14:16:33,Completed,Auto,Aya Nagar,Nehru Place,5.3,27.3,419.0,21.21,4.2,4.8,UPI,19.754832626119754,Wednesday,10,Afternoon,14,1
2024-10-16,1900-01-01 17:39:54,Completed,Auto,Ghitorni Village,Mandi House,6.4,20.7,144.0,15.63,3.6,4.8,UPI,9.213051823416507,Wednesday,10,Evening,17,1
2024-03-30,1900-01-01 23:38:25,Completed,Premier Sedan,Noida Sector 18,DLF Phase 3,5.9,43.7,1247.0,21.13,4.4,4.9,Cash,59.01561760530053,Saturday,3,Night,23,1
2024-05-13,1900-01-01 12:12:00,Completed,Go Sedan,Palam Vihar,IIT Delhi,11.8,23.3,551.0,37.8,4.4,4.9,Credit Card,14.576719576719578,Monday,5,Afternoon,12,1
2024-02-24,1900-01-01 19:54:58,Completed,Auto,Vaishali,Lajpat Nagar,8.2,18.5,616.0,16.56,4.1,4.4,UPI,37.19806763285025,Saturday,2,Evening,19,1
2024-08-23,1900-01-01 09:16:46,Completed,Go Mini,Dwarka Mor,Botanical Garden,6.0,31.5,61.0,32.3,4.9,4.2,Credit Card,1.8885448916408671,Friday,8,Morning,9,1
2024-12-06,1900-01-01 21:37:04,Completed,Premier Sedan,Vasant Kunj,Madipur,6.6,41.1,136.0,47.43,5.0,4.3,Debit Card,2.867383512544803,Friday,12,Night,21,1
2024-08-16,1900-01-01 07:34:42,Completed,Uber XL,Kirti Nagar,Cyber Hub,5.0,37.4,642.0,5.53,3.3,3.8,Uber Wallet,116.09403254972875,Friday,8,Morning,7,1
2024-08-08,1900-01-01 04:42:52,Completed,Go Mini,Vasant Kunj,Jor Bagh,6.4,41.1,145.0,10.14,4.6,4.9,UPI,14.299802761341223,Thursday,8,Night,4,1
2024-07-08,1900-01-01 06:10:02,Completed,Bike,Tilak Nagar,Jor Bagh,9.8,40.5,234.0,17.09,3.7,3.2,Credit Card,13.69221767115272,Monday,7,Morning,6,1
2024-04-13,1900-01-01 21:02:34,Completed,Auto,Rajiv Chowk,Qutub Minar,6.0,27.8,223.0,48.72,4.6,4.1,Cash,4.5771756978653535,Saturday,4,Night,21,1
2024-04-10,1900-01-01 15:01:13,Completed,Go Sedan,Noida Film City,Dwarka Mor,2.3,36.8,420.0,48.58,3.3,4.8,UPI,8.645533141210375,Wednesday,4,Afternoon,15,1
2024-10-28,1900-01-01 16:59:42,Completed,Auto,Noida Film City,New Colony,7.3,27.0,229.0,26.69,3.6,4.1,Debit Card,8.579992506556762,Monday,10,Afternoon,16,1
2024-02-29,1900-01-01 18:01:36,Completed,Auto,Noida Film City,ITO,13.3,22.9,86.0,17.34,3.6,5.0,Cash,4.959630911188005,Thursday,2,Evening,18,1
2024-05-12,1900-01-01 22:30:25,Completed,Auto,Sohna Road,Pitampura,9.5,31.9,655.0,3.94,3.7,4.8,Uber Wallet,166.24365482233503,Sunday,5,Night,22,1
2024-04-17,1900-01-01 18:16:53,Completed,Auto,Karkarduma,Kashmere Gate ISBT,3.8,34.9,319.0,27.35,4.9,3.9,Cash,11.6636197440585,Wednesday,4,Evening,18,1
2024-06-05,1900-01-01 20:43:18,Completed,Bike,Paschim Vihar,India Gate,10.2,30.0,567.0,25.03,4.3,4.7,UPI,22.652816620055933,Wednesday,6,Evening,20,1
2024-11-20,1900-01-01 13:21:30,Completed,Go Sedan,Old Gurgaon,Khandsa,11.1,27.5,700.0,22.0,4.3,5.0,UPI,31.818181818181817,Wednesday,11,Afternoon,13,1
2024-10-17,1900-01-01 10:02:21,Completed,Auto,Tilak Nagar,IGI Airport,2.5,37.3,67.0,49.85,4.1,4.8,UPI,1.3440320962888666,Thursday,10,Morning,10,1
2024-02-25,1900-01-01 08:34:41,Completed,Uber XL,Rithala,Munirka,6.2,35.1,1010.0,37.29,4.7,5.0,Debit Card,27.08500938589434,Sunday,2,Morning,8,1
2024-10-19,1900-01-01 22:42:20,Completed,Go Mini,Qutub Minar,Laxmi Nagar,10.2,41.3,1217.0,43.02,4.3,5.0,UPI,28.28916782891678,Saturday,10,Night,22,1
